
gamma	ort_gel_X	ort_gel_Y	ort_gel_Z	normort_gel	vnesh_ort_X	vnesh_ort_Y	vnesh_ort_Z	i_gelio	Omega_gelio	p_gelio	e_gelio	a_gelio	r_pi_gelio	r_a_gelio
15,7000	1424395627,7113	327370733,6952	13163052374,8228	13243942854,1447	0,1076	0,0247	0,9939	6,3358	102,9436	8,8348	0,8478	31,4166	4,7812	58,0520
15,8000	1431108671,6592	328992141,3440	13162042896,0084	13243703449,3955	0,1081	0,0248	0,9938	6,3659	102,9466	8,8345	0,8476	31,3816	4,7815	57,9816
15,9000	1437818414,4671	330612756,6394	13161029920,9232	13243463865,8951	0,1086	0,0250	0,9938	6,3961	102,9495	8,8342	0,8475	31,3464	4,7818	57,9111
16,0000	1444524835,6961	332232574,6448	13160013452,6530	13243224099,8408	0,1091	0,0251	0,9937	6,4263	102,9525	8,8339	0,8473	31,3113	4,7821	57,8404
16,1000	1451227914,9172	333851590,4257	13158993494,2940	13242984147,4018	0,1096	0,0252	0,9937	6,4564	102,9554	8,8335	0,8471	31,2760	4,7824	57,7696
16,2000	1457927631,7116	335469799,0505	13157970048,9532	13242744004,7195	0,1101	0,0253	0,9936	6,4865	102,9582	8,8332	0,8469	31,2406	4,7827	57,6986
16,3000	1464623965,6709	337087195,5899	13156943119,7483	13242503667,9074	0,1106	0,0255	0,9935	6,5166	102,9611	8,8329	0,8467	31,2052	4,7830	57,6275
16,4000	1471316896,3969	338703775,1168	13155912709,8074	13242263133,0514	0,1111	0,0256	0,9935	6,5467	102,9639	8,8326	0,8465	31,1697	4,7833	57,5562
16,5000	1478006403,5017	340319532,7071	13154878822,2693	13242022396,2098	0,1116	0,0257	0,9934	6,5768	102,9667	8,8322	0,8464	31,1342	4,7836	57,4848
16,6000	1484692466,6080	341934463,4387	13153841460,2834	13241781453,4133	0,1121	0,0258	0,9934	6,6069	102,9694	8,8319	0,8462	31,0986	4,7839	57,4132
16,7000	1491375065,3487	343548562,3923	13152800627,0098	13241540300,6650	0,1126	0,0259	0,9933	6,6370	102,9722	8,8316	0,8460	31,0629	4,7842	57,3415
16,8000	1498054179,3677	345161824,6511	13151756325,6189	13241298933,9405	0,1131	0,0261	0,9932	6,6670	102,9749	8,8313	0,8458	31,0271	4,7845	57,2697
16,9000	1504729788,3191	346774245,3008	13150708559,2920	13241057349,1883	0,1136	0,0262	0,9932	6,6971	102,9776	8,8310	0,8456	30,9913	4,7849	57,1977
17,0000	1511401871,8678	348385819,4297	13149657331,2206	13240815542,3293	0,1141	0,0263	0,9931	6,7271	102,9802	8,8306	0,8454	30,9554	4,7852	57,1256
17,1000	1518070409,6896	349996542,1287	13148602644,6070	13240573509,2572	0,1147	0,0264	0,9931	6,7571	102,9829	8,8303	0,8452	30,9194	4,7855	57,0533
17,2000	1524735381,4710	351606408,4912	13147544502,6640	13240331245,8386	0,1152	0,0266	0,9930	6,7871	102,9855	8,8300	0,8450	30,8834	4,7858	56,9809
17,3000	1531396766,9092	353215413,6133	13146482908,6148	13240088747,9131	0,1157	0,0267	0,9929	6,8171	102,9881	8,8297	0,8448	30,8473	4,7861	56,9084
17,4000	1538054545,7125	354823552,5937	13145417865,6932	13239846011,2929	0,1162	0,0268	0,9929	6,8471	102,9907	8,8293	0,8447	30,8111	4,7865	56,8358
17,5000	1544708697,6003	356430820,5338	13144349377,1436	13239603031,7636	0,1167	0,0269	0,9928	6,8770	102,9932	8,8290	0,8445	30,7749	4,7868	56,7630
17,6000	1551359202,3027	358037212,5374	13143277446,2208	13239359805,0837	0,1172	0,0270	0,9927	6,9070	102,9957	8,8287	0,8443	30,7386	4,7871	56,6901
17,7000	1558006039,5612	359642723,7113	13142202076,1900	13239116326,9849	0,1177	0,0272	0,9927	6,9369	102,9982	8,8284	0,8441	30,7023	4,7874	56,6171
17,8000	1564649189,1283	361247349,1647	13141123270,3269	13238872593,1722	0,1182	0,0273	0,9926	6,9669	103,0007	8,8280	0,8439	30,6659	4,7878	56,5440
17,9000	1571288630,7680	362851084,0098	13140041031,9179	13238628599,3238	0,1187	0,0274	0,9926	6,9968	103,0031	8,8277	0,8437	30,6294	4,7881	56,4708
18,0000	1577924344,2553	364453923,3612	13138955364,2597	13238384341,0914	0,1192	0,0275	0,9925	7,0267	103,0056	8,8274	0,8435	30,5929	4,7884	56,3974
18,1000	1584556309,3766	366055862,3365	13137866270,6593	13238139814,1001	0,1197	0,0277	0,9924	7,0565	103,0080	8,8271	0,8433	30,5563	4,7888	56,3239
18,2000	1591184505,9299	367656896,0558	13136773754,4342	13237895013,9484	0,1202	0,0278	0,9924	7,0864	103,0104	8,8267	0,8431	30,5197	4,7891	56,2503
18,3000	1597808913,7244	369257019,6422	13135677818,9126	13237649936,2087	0,1207	0,0279	0,9923	7,1163	103,0127	8,8264	0,8429	30,4830	4,7895	56,1766
18,4000	1604429512,5812	370856228,2213	13134578467,4329	13237404576,4267	0,1212	0,0280	0,9922	7,1461	103,0151	8,8261	0,8427	30,4463	4,7898	56,1027
18,5000	1611046282,3327	372454516,9218	13133475703,3437	13237158930,1222	0,1217	0,0281	0,9922	7,1759	103,0174	8,8258	0,8425	30,4095	4,7902	56,0288
18,6000	1617659202,8232	374051880,8749	13132369530,0044	13236912992,7885	0,1222	0,0283	0,9921	7,2057	103,0197	8,8254	0,8423	30,3726	4,7905	55,9548
18,7000	1624268253,9084	375648315,2147	13131259950,7845	13236666759,8930	0,1227	0,0284	0,9920	7,2355	103,0220	8,8251	0,8421	30,3357	4,7909	55,8806
18,8000	1630873415,4561	377243815,0784	13130146969,0641	13236420226,8770	0,1232	0,0285	0,9920	7,2653	103,0242	8,8248	0,8419	30,2988	4,7912	55,8064
18,9000	1637474667,3457	378838375,6056	13129030588,2334	13236173389,1559	0,1237	0,0286	0,9919	7,2951	103,0265	8,8244	0,8417	30,2618	4,7916	55,7320
19,0000	1644071989,4689	380431991,9392	13127910811,6931	13235926242,1191	0,1242	0,0287	0,9918	7,3249	103,0287	8,8241	0,8415	30,2247	4,7919	55,6575
19,1000	1650665361,7289	382024659,2246	13126787642,8543	13235678781,1302	0,1247	0,0289	0,9918	7,3546	103,0309	8,8238	0,8413	30,1876	4,7923	55,5830
19,2000	1657254764,0412	383616372,6104	13125661085,1383	13235431001,5272	0,1252	0,0290	0,9917	7,3843	103,0331	8,8235	0,8410	30,1505	4,7926	55,5083
19,3000	1663840176,3334	385207127,2478	13124531141,9769	13235182898,6223	0,1257	0,0291	0,9916	7,4140	103,0353	8,8231	0,8408	30,1133	4,7930	55,4336
19,4000	1670421578,5451	386796918,2913	13123397816,8120	13234934467,7023	0,1262	0,0292	0,9916	7,4437	103,0374	8,8228	0,8406	30,0760	4,7934	55,3587
19,5000	1676998950,6282	388385740,8979	13122261113,0959	13234685704,0283	0,1267	0,0293	0,9915	7,4734	103,0396	8,8225	0,8404	30,0387	4,7937	55,2838
19,6000	1683572272,5470	389973590,2279	13121121034,2913	13234436602,8360	0,1272	0,0295	0,9914	7,5031	103,0417	8,8221	0,8402	30,0014	4,7941	55,2087
19,7000	1690141524,2779	391560461,4444	13119977583,8709	13234187159,3359	0,1277	0,0296	0,9914	7,5327	103,0438	8,8218	0,8400	29,9640	4,7945	55,1336
19,8000	1696706685,8099	393146349,7136	13118830765,3181	13233937368,7131	0,1282	0,0297	0,9913	7,5624	103,0459	8,8215	0,8398	29,9266	4,7948	55,0584
19,9000	1703267737,1444	394731250,2044	13117680582,1261	13233687226,1276	0,1287	0,0298	0,9912	7,5920	103,0479	8,8211	0,8396	29,8891	4,7952	54,9831
20,0000	1709824658,2952	396315158,0891	13116527037,7986	13233436726,7141	0,1292	0,0299	0,9912	7,6216	103,0500	8,8208	0,8394	29,8516	4,7956	54,9077
20,1000	1716377429,2888	397898068,5428	13115370135,8495	13233185865,5826	0,1297	0,0301	0,9911	7,6512	103,0520	8,8205	0,8391	29,8141	4,7960	54,8322
20,2000	1722926030,1644	399479976,7437	13114209879,8030	13232934637,8179	0,1302	0,0302	0,9910	7,6808	103,0540	8,8201	0,8389	29,7765	4,7964	54,7566
20,3000	1729470440,9738	401060877,8730	13113046273,1933	13232683038,4798	0,1307	0,0303	0,9910	7,7103	103,0560	8,8198	0,8387	29,7389	4,7967	54,6810
20,4000	1736010641,7815	402640767,1150	13111879319,5651	13232431062,6038	0,1312	0,0304	0,9909	7,7399	103,0580	8,8195	0,8385	29,7012	4,7971	54,6053
20,5000	1742546612,6651	404219639,6571	13110709022,4731	13232178705,2002	0,1317	0,0305	0,9908	7,7694	103,0600	8,8191	0,8383	29,6635	4,7975	54,5295
20,6000	1749078333,7147	405797490,6897	13109535385,4822	13231925961,2548	0,1322	0,0307	0,9908	7,7989	103,0619	8,8188	0,8380	29,6258	4,7979	54,4536
20,7000	1755605785,0336	407374315,4065	13108358412,1674	13231672825,7291	0,1327	0,0308	0,9907	7,8284	103,0638	8,8184	0,8378	29,5880	4,7983	54,3777
20,8000	1762128946,7381	408950109,0042	13107178106,1142	13231419293,5598	0,1332	0,0309	0,9906	7,8579	103,0658	8,8181	0,8376	29,5502	4,7987	54,3016
20,9000	1768647798,9575	410524866,6826	13105994470,9178	13231165359,6594	0,1337	0,0310	0,9905	7,8874	103,0677	8,8178	0,8374	29,5123	4,7991	54,2255
21,0000	1775162321,8343	412098583,6448	13104807510,1839	13230911018,9160	0,1342	0,0311	0,9905	7,9168	103,0695	8,8174	0,8372	29,4744	4,7995	54,1494
21,1000	1781672495,5240	413671255,0969	13103617227,5281	13230656266,1937	0,1347	0,0313	0,9904	7,9463	103,0714	8,8171	0,8369	29,4365	4,7999	54,0731
21,2000	1788178300,1956	415242876,2483	13102423626,5762	13230401096,3322	0,1352	0,0314	0,9903	7,9757	103,0733	8,8168	0,8367	29,3986	4,8003	53,9968
21,3000	1794679716,0313	416813442,3116	13101226710,9642	13230145504,1473	0,1357	0,0315	0,9903	8,0051	103,0751	8,8164	0,8365	29,3606	4,8007	53,9205
21,4000	1801176723,2265	418382948,5026	13100026484,3381	13229889484,4307	0,1361	0,0316	0,9902	8,0345	103,0769	8,8161	0,8363	29,3226	4,8011	53,8441
21,5000	1807669301,9904	419951390,0402	13098822950,3539	13229633031,9504	0,1366	0,0317	0,9901	8,0639	103,0788	8,8157	0,8360	29,2845	4,8015	53,7676
21,6000	1814157432,5453	421518762,1468	13097616112,6779	13229376141,4505	0,1371	0,0319	0,9900	8,0932	103,0806	8,8154	0,8358	29,2465	4,8019	53,6910
21,7000	1820641095,1274	423085060,0478	13096405974,9862	13229118807,6515	0,1376	0,0320	0,9900	8,1225	103,0823	8,8150	0,8356	29,2083	4,8023	53,6144
21,8000	1827120269,9862	424650278,9721	13095192540,9653	13228861025,2500	0,1381	0,0321	0,9899	8,1519	103,0841	8,8147	0,8354	29,1702	4,8027	53,5377
21,9000	1833594937,3850	426214414,1516	13093975814,3113	13228602788,9193	0,1386	0,0322	0,9898	8,1812	103,0859	8,8144	0,8351	29,1321	4,8031	53,4610
22,0000	1840065077,6010	427777460,8218	13092755798,7306	13228344093,3092	0,1391	0,0323	0,9898	8,2105	103,0876	8,8140	0,8349	29,0939	4,8036	53,3842
22,1000	1846530670,9248	429339414,2214	13091532497,9398	13228084933,0462	0,1396	0,0325	0,9897	8,2397	103,0894	8,8137	0,8347	29,0557	4,8040	53,3074
22,2000	1852991697,6613	430900269,5923	13090305915,6650	13227825302,7332	0,1401	0,0326	0,9896	8,2690	103,0911	8,8133	0,8344	29,0174	4,8044	53,2305
22,3000	1859448138,1290	432460022,1800	13089076055,6427	13227565196,9504	0,1406	0,0327	0,9895	8,2982	103,0928	8,8130	0,8342	28,9792	4,8048	53,1535
22,4000	1865899972,6604	434018667,2332	13087842921,6193	13227304610,2546	0,1411	0,0328	0,9895	8,3274	103,0945	8,8126	0,8340	28,9409	4,8052	53,0765
22,5000	1872347181,6022	435576200,0039	13086606517,3511	13227043537,1795	0,1416	0,0329	0,9894	8,3566	103,0961	8,8123	0,8337	28,9026	4,8057	52,9995
22,6000	1878789745,3151	437132615,7477	13085366846,6045	13226781972,2360	0,1420	0,0330	0,9893	8,3858	103,0978	8,8119	0,8335	28,8642	4,8061	52,9224
22,7000	1885227644,1738	438687909,7234	13084123913,1556	13226519909,9122	0,1425	0,0332	0,9892	8,4150	103,0995	8,8116	0,8333	28,8259	4,8065	52,8453
22,8000	1891660858,5674	440242077,1933	13082877720,7906	13226257344,6734	0,1430	0,0333	0,9892	8,4442	103,1011	8,8112	0,8330	28,7875	4,8069	52,7681
22,9000	1898089368,8993	441795113,4232	13081628273,3057	13225994270,9622	0,1435	0,0334	0,9891	8,4733	103,1027	8,8109	0,8328	28,7491	4,8074	52,6909
23,0000	1904513155,5870	443347013,6823	13080375574,5070	13225730683,1987	0,1440	0,0335	0,9890	8,5024	103,1044	8,8105	0,8325	28,7107	4,8078	52,6136
23,1000	1910932199,0626	444897773,2432	13079119628,2102	13225466575,7804	0,1445	0,0336	0,9889	8,5315	103,1060	8,8102	0,8323	28,6723	4,8083	52,5363
23,2000	1917346479,7727	446447387,3820	13077860438,2414	13225201943,0826	0,1450	0,0338	0,9889	8,5606	103,1076	8,8098	0,8321	28,6338	4,8087	52,4590
23,3000	1923755978,1781	447995851,3784	13076598008,4361	13224936779,4581	0,1455	0,0339	0,9888	8,5896	103,1091	8,8095	0,8318	28,5954	4,8091	52,3816
23,4000	1930160674,7544	449543160,5153	13075332342,6400	13224671079,2376	0,1460	0,0340	0,9887	8,6187	103,1107	8,8091	0,8316	28,5569	4,8096	52,3042
23,5000	1936560549,9918	451089310,0796	13074063444,7085	13224404836,7296	0,1464	0,0341	0,9886	8,6477	103,1123	8,8088	0,8313	28,5184	4,8100	52,2267
23,6000	1942955584,3953	452634295,3612	13072791318,5069	13224138046,2206	0,1469	0,0342	0,9886	8,6767	103,1138	8,8084	0,8311	28,4798	4,8105	52,1492
23,7000	1949345758,4843	454178111,6540	13071515967,9104	13223870701,9753	0,1474	0,0343	0,9885	8,7057	103,1154	8,8080	0,8308	28,4413	4,8109	52,0717
23,8000	1955731052,7934	455720754,2552	13070237396,8037	13223602798,2364	0,1479	0,0345	0,9884	8,7347	103,1169	8,8077	0,8306	28,4028	4,8114	51,9942
23,9000	1962111447,8717	457262218,4656	13068955609,0817	13223334329,2248	0,1484	0,0346	0,9883	8,7636	103,1184	8,8073	0,8304	28,3642	4,8118	51,9166
24,0000	1968486924,2836	458802499,5897	13067670608,6490	13223065289,1398	0,1489	0,0347	0,9882	8,7926	103,1199	8,8070	0,8301	28,3256	4,8123	51,8390
24,1000	1974857462,6082	460341592,9355	13066382399,4199	13222795672,1593	0,1494	0,0348	0,9882	8,8215	103,1214	8,8066	0,8299	28,2870	4,8127	51,7614
24,2000	1981223043,4397	461879493,8147	13065090985,3184	13222525472,4395	0,1498	0,0349	0,9881	8,8504	103,1229	8,8063	0,8296	28,2484	4,8132	51,6837
24,3000	1987583647,3875	463416197,5426	13063796370,2785	13222254684,1153	0,1503	0,0350	0,9880	8,8793	103,1244	8,8059	0,8294	28,2098	4,8136	51,6060
24,4000	1993939255,0761	464951699,4380	13062498558,2438	13221983301,3003	0,1508	0,0352	0,9879	8,9081	103,1258	8,8055	0,8291	28,1712	4,8141	51,5283
24,5000	2000289847,1452	466485994,8236	13061197553,1676	13221711318,0870	0,1513	0,0353	0,9879	8,9370	103,1273	8,8052	0,8289	28,1326	4,8146	51,4506
24,6000	2006635404,2498	468019079,0257	13059893359,0130	13221438728,5467	0,1518	0,0354	0,9878	8,9658	103,1287	8,8048	0,8286	28,0939	4,8150	51,3728
24,7000	2012975907,0602	469550947,3741	13058585979,7529	13221165526,7296	0,1523	0,0355	0,9877	8,9946	103,1302	8,8044	0,8284	28,0553	4,8155	51,2951
24,8000	2019311336,2622	471081595,2027	13057275419,3697	13220891706,6653	0,1527	0,0356	0,9876	9,0234	103,1316	8,8041	0,8281	28,0166	4,8160	51,2173
24,9000	2025641672,5569	472611017,8487	13055961681,8556	13220617262,3623	0,1532	0,0357	0,9875	9,0522	103,1330	8,8037	0,8278	27,9780	4,8164	51,1395
25,0000	2031966896,6610	474139210,6533	13054644771,2125	13220342187,8086	0,1537	0,0359	0,9875	9,0809	103,1344	8,8034	0,8276	27,9393	4,8169	51,0617
25,1000	2038286989,3069	475666168,9613	13053324691,4520	13220066476,9714	0,1542	0,0360	0,9874	9,1096	103,1358	8,8030	0,8273	27,9006	4,8174	50,9839
25,2000	2044601931,2423	477191888,1214	13052001446,5952	13219790123,7974	0,1547	0,0361	0,9873	9,1383	103,1372	8,8026	0,8271	27,8619	4,8179	50,9060
25,3000	2050911703,2310	478716363,4859	13050675040,6729	13219513122,2130	0,1551	0,0362	0,9872	9,1670	103,1385	8,8022	0,8268	27,8232	4,8183	50,8282
25,4000	2057216286,0522	480239590,4110	13049345477,7256	13219235466,1242	0,1556	0,0363	0,9871	9,1957	103,1399	8,8019	0,8266	27,7846	4,8188	50,7503
25,5000	2063515660,5011	481761564,2567	13048012761,8035	13218957149,4167	0,1561	0,0364	0,9871	9,2243	103,1413	8,8015	0,8263	27,7459	4,8193	50,6724
25,6000	2069809807,3886	483282280,3869	13046676896,9662	13218678165,9563	0,1566	0,0366	0,9870	9,2530	103,1426	8,8011	0,8260	27,7072	4,8198	50,5945
25,7000	2076098707,5419	484801734,1691	13045337887,2829	13218398509,5884	0,1571	0,0367	0,9869	9,2816	103,1439	8,8008	0,8258	27,6685	4,8203	50,5167
25,8000	2082382341,8036	486319920,9749	13043995736,8325	13218118174,1387	0,1575	0,0368	0,9868	9,3102	103,1453	8,8004	0,8255	27,6298	4,8207	50,4388
25,9000	2088660691,0329	487836836,1795	13042650449,7035	13217837153,4132	0,1580	0,0369	0,9867	9,3388	103,1466	8,8000	0,8253	27,5911	4,8212	50,3609
26,0000	2094933736,1048	489352475,1622	13041302029,9937	13217555441,1977	0,1585	0,0370	0,9867	9,3673	103,1479	8,7996	0,8250	27,5523	4,8217	50,2830
26,1000	2101201457,9105	490866833,3061	13039950481,8109	13217273031,2589	0,1590	0,0371	0,9866	9,3958	103,1492	8,7993	0,8247	27,5136	4,8222	50,2051
26,2000	2107463837,3574	492379905,9982	13038595809,2719	13216989917,3436	0,1595	0,0373	0,9865	9,4243	103,1505	8,7989	0,8245	27,4749	4,8227	50,1272
26,3000	2113720855,3692	493891688,6294	13037238016,5033	13216706093,1792	0,1599	0,0374	0,9864	9,4528	103,1518	8,7985	0,8242	27,4362	4,8232	50,0493
26,4000	2119972492,8860	495402176,5946	13035877107,6413	13216421552,4738	0,1604	0,0375	0,9863	9,4813	103,1530	8,7981	0,8239	27,3975	4,8237	49,9714
26,5000	2126218730,8642	496911365,2925	13034513086,8314	13216136288,9164	0,1609	0,0376	0,9863	9,5098	103,1543	8,7977	0,8237	27,3588	4,8242	49,8935
26,6000	2132459550,2766	498419250,1259	13033145958,2287	13215850296,1767	0,1614	0,0377	0,9862	9,5382	103,1556	8,7974	0,8234	27,3201	4,8247	49,8156
26,7000	2138694932,1127	499925826,5015	13031775725,9975	13215563567,9053	0,1618	0,0378	0,9861	9,5666	103,1568	8,7970	0,8231	27,2814	4,8252	49,7377
26,8000	2144924857,3784	501431089,8301	13030402394,3120	13215276097,7340	0,1623	0,0379	0,9860	9,5950	103,1581	8,7966	0,8229	27,2427	4,8257	49,6598
26,9000	2151149307,0963	502935035,5263	13029025967,3555	13214987879,2758	0,1628	0,0381	0,9859	9,6234	103,1593	8,7962	0,8226	27,2041	4,8262	49,5819
27,0000	2157368262,3056	504437659,0088	13027646449,3209	13214698906,1247	0,1633	0,0382	0,9858	9,6517	103,1605	8,7958	0,8223	27,1654	4,8267	49,5040
27,1000	2163581704,0623	505938955,7005	13026263844,4103	13214409171,8563	0,1637	0,0383	0,9858	9,6800	103,1617	8,7955	0,8220	27,1267	4,8272	49,4262
27,2000	2169789613,4392	507438921,0280	13024878156,8356	13214118670,0277	0,1642	0,0384	0,9857	9,7083	103,1629	8,7951	0,8218	27,0880	4,8277	49,3483
27,3000	2175991971,5259	508937550,4223	13023489390,8176	13213827394,1774	0,1647	0,0385	0,9856	9,7366	103,1641	8,7947	0,8215	27,0494	4,8283	49,2705
27,4000	2182188759,4289	510434839,3182	13022097550,5869	13213535337,8257	0,1651	0,0386	0,9855	9,7649	103,1653	8,7943	0,8212	27,0107	4,8288	49,1927
27,5000	2188379958,2718	511930783,1548	13020702640,3831	13213242494,4745	0,1656	0,0387	0,9854	9,7931	103,1665	8,7939	0,8210	26,9721	4,8293	49,1148
27,6000	2194565549,1951	513425377,3751	13019304664,4556	13212948857,6079	0,1661	0,0389	0,9853	9,8214	103,1677	8,7935	0,8207	26,9334	4,8298	49,0370
27,7000	2200745513,3564	514918617,4264	13017903627,0626	13212654420,6916	0,1666	0,0390	0,9853	9,8496	103,1689	8,7931	0,8204	26,8948	4,8303	48,9593
27,8000	2206919831,9305	516410498,7599	13016499532,4721	13212359177,1736	0,1670	0,0391	0,9852	9,8777	103,1700	8,7927	0,8201	26,8562	4,8308	48,8815
27,9000	2213088486,1093	517901016,8312	13015092384,9611	13212063120,4841	0,1675	0,0392	0,9851	9,9059	103,1712	8,7923	0,8198	26,8176	4,8314	48,8037
28,0000	2219251457,1020	519390167,0999	13013682188,8161	13211766244,0356	0,1680	0,0393	0,9850	9,9340	103,1723	8,7919	0,8196	26,7790	4,8319	48,7260
28,1000	2225408726,1352	520877945,0298	13012268948,3328	13211468541,2229	0,1684	0,0394	0,9849	9,9622	103,1735	8,7915	0,8193	26,7404	4,8324	48,6483
28,2000	2231560274,4527	522364346,0888	13010852667,8161	13211170005,4233	0,1689	0,0395	0,9848	9,9903	103,1746	8,7911	0,8190	26,7018	4,8329	48,5706
28,3000	2237706083,3159	523849365,7491	13009433351,5802	13210870629,9968	0,1694	0,0397	0,9848	10,0183	103,1757	8,7907	0,8187	26,6632	4,8335	48,4929
28,4000	2243846134,0036	525332999,4871	13008011003,9488	13210570408,2861	0,1699	0,0398	0,9847	10,0464	103,1769	8,7903	0,8184	26,6246	4,8340	48,4153
28,5000	2249980407,8121	526815242,7833	13006585629,2544	13210269333,6167	0,1703	0,0399	0,9846	10,0744	103,1780	8,7899	0,8182	26,5861	4,8345	48,3377
28,6000	2256108886,0553	528296091,1227	13005157231,8390	13209967399,2969	0,1708	0,0400	0,9845	10,1024	103,1791	8,7895	0,8179	26,5476	4,8351	48,2601
28,7000	2262231550,0648	529775539,9942	13003725816,0538	13209664598,6183	0,1713	0,0401	0,9844	10,1304	103,1802	8,7891	0,8176	26,5091	4,8356	48,1825
28,8000	2268348381,1900	531253584,8913	13002291386,2591	13209360924,8553	0,1717	0,0402	0,9843	10,1584	103,1813	8,7887	0,8173	26,4705	4,8361	48,1050
28,9000	2274459360,7979	532730221,3115	13000853946,8244	13209056371,2659	0,1722	0,0403	0,9842	10,1863	103,1823	8,7883	0,8170	26,4321	4,8367	48,0274
29,0000	2280564470,2734	534205444,7567	12999413502,1285	13208750931,0911	0,1727	0,0404	0,9842	10,2142	103,1834	8,7879	0,8167	26,3936	4,8372	47,9499
29,1000	2286663691,0193	535679250,7333	12997970056,5591	13208444597,5557	0,1731	0,0406	0,9841	10,2421	103,1845	8,7875	0,8164	26,3551	4,8378	47,8725
29,2000	2292757004,4562	537151634,7516	12996523614,5132	13208137363,8677	0,1736	0,0407	0,9840	10,2700	103,1856	8,7871	0,8162	26,3167	4,8383	47,7951
29,3000	2298844392,0230	538622592,3265	12995074180,3970	13207829223,2191	0,1741	0,0408	0,9839	10,2978	103,1866	8,7867	0,8159	26,2783	4,8389	47,7177
29,4000	2304925835,1764	540092118,9774	12993621758,6257	13207520168,7855	0,1745	0,0409	0,9838	10,3257	103,1877	8,7863	0,8156	26,2398	4,8394	47,6403
29,5000	2311001315,3912	541560210,2276	12992166353,6236	13207210193,7264	0,1750	0,0410	0,9837	10,3535	103,1887	8,7859	0,8153	26,2015	4,8400	47,5630
29,6000	2317070814,1605	543026861,6053	12990707969,8241	13206899291,1853	0,1754	0,0411	0,9836	10,3813	103,1898	8,7855	0,8150	26,1631	4,8405	47,4857
29,7000	2323134312,9955	544492068,6426	12989246611,6697	13206587454,2898	0,1759	0,0412	0,9835	10,4090	103,1908	8,7850	0,8147	26,1247	4,8411	47,4084
29,8000	2329191793,4257	545955826,8764	12987782283,6120	13206274676,1518	0,1764	0,0413	0,9835	10,4368	103,1918	8,7846	0,8144	26,0864	4,8416	47,3312
29,9000	2335243236,9991	547418131,8477	12986314990,1116	13205960949,8674	0,1768	0,0415	0,9834	10,4645	103,1928	8,7842	0,8141	26,0481	4,8422	47,2540
30,0000	2341288625,2819	548878979,1022	12984844735,6381	13205646268,5172	0,1773	0,0416	0,9833	10,4922	103,1938	8,7838	0,8138	26,0098	4,8427	47,1768
30,1000	2347327939,8588	550338364,1898	12983371524,6701	13205330625,1663	0,1778	0,0417	0,9832	10,5199	103,1949	8,7834	0,8135	25,9715	4,8433	47,0997
30,2000	2353361162,3329	551796282,6649	12981895361,6954	13205014012,8645	0,1782	0,0418	0,9831	10,5475	103,1959	8,7829	0,8132	25,9332	4,8438	47,0226
30,3000	2359388274,3260	553252730,0866	12980416251,2105	13204696424,6462	0,1787	0,0419	0,9830	10,5751	103,1969	8,7825	0,8129	25,8950	4,8444	46,9456
30,4000	2365409257,4786	554707702,0183	12978934197,7210	13204377853,5309	0,1791	0,0420	0,9829	10,6027	103,1978	8,7821	0,8126	25,8568	4,8450	46,8686
