
gamma	V_grav_X_inf	V_grav_Y_inf	V_grav_Z_inf	V_grav_inf	i_gip	ortX	ortY	ortZ	normort	V_grav_gel_X	V_grav_gel_Y	V_grav_gel_Z	V_grav_gel	dV_grav
17,5000	-4,7021	3,0574	1,7501	5,8754	17,8518	6,4720	-7,0313	29,6727	31,1737	-17,5669	0,6017	2,0481	17,6961	9,8124
17,6000	-4,7002	3,0553	1,7589	5,8754	17,9497	6,4982	-7,0761	29,6564	31,1737	-17,5649	0,5996	2,0569	17,6951	9,8115
17,7000	-4,6983	3,0532	1,7677	5,8754	18,0477	6,5244	-7,1209	29,6399	31,1737	-17,5630	0,5975	2,0657	17,6942	9,8105
17,8000	-4,6963	3,0511	1,7765	5,8754	18,1456	6,5505	-7,1657	29,6234	31,1737	-17,5611	0,5954	2,0745	17,6932	9,8095
17,9000	-4,6944	3,0490	1,7853	5,8754	18,2436	6,5766	-7,2104	29,6067	31,1737	-17,5591	0,5932	2,0833	17,6922	9,8085
18,0000	-4,6924	3,0468	1,7941	5,8754	18,3416	6,6027	-7,2551	29,5900	31,1737	-17,5572	0,5911	2,0921	17,6912	9,8076
18,1000	-4,6905	3,0446	1,8029	5,8754	18,4396	6,6287	-7,2998	29,5732	31,1737	-17,5552	0,5889	2,1009	17,6903	9,8066
18,2000	-4,6885	3,0425	1,8117	5,8754	18,5377	6,6548	-7,3445	29,5562	31,1737	-17,5532	0,5868	2,1097	17,6893	9,8056
18,3000	-4,6865	3,0403	1,8204	5,8754	18,6357	6,6808	-7,3891	29,5392	31,1737	-17,5512	0,5846	2,1185	17,6883	9,8046
18,4000	-4,6845	3,0381	1,8292	5,8754	18,7338	6,7068	-7,4338	29,5221	31,1737	-17,5492	0,5824	2,1273	17,6873	9,8036
18,5000	-4,6825	3,0359	1,8380	5,8754	18,8319	6,7328	-7,4784	29,5049	31,1737	-17,5472	0,5802	2,1360	17,6863	9,8026
18,6000	-4,6805	3,0336	1,8468	5,8754	18,9300	6,7588	-7,5230	29,4877	31,1737	-17,5452	0,5779	2,1448	17,6853	9,8016
18,7000	-4,6785	3,0314	1,8555	5,8754	19,0282	6,7847	-7,5675	29,4703	31,1737	-17,5432	0,5757	2,1535	17,6843	9,8006
18,8000	-4,6765	3,0291	1,8643	5,8754	19,1263	6,8106	-7,6121	29,4529	31,1737	-17,5412	0,5734	2,1623	17,6833	9,7996
18,9000	-4,6745	3,0269	1,8730	5,8754	19,2245	6,8365	-7,6566	29,4353	31,1737	-17,5392	0,5712	2,1710	17,6823	9,7986
19,0000	-4,6724	3,0246	1,8817	5,8754	19,3227	6,8624	-7,7011	29,4177	31,1737	-17,5372	0,5689	2,1798	17,6813	9,7976
19,1000	-4,6704	3,0223	1,8905	5,8754	19,4209	6,8883	-7,7455	29,4000	31,1737	-17,5351	0,5666	2,1885	17,6802	9,7966
19,2000	-4,6683	3,0200	1,8992	5,8754	19,5191	6,9141	-7,7900	29,3821	31,1737	-17,5331	0,5643	2,1972	17,6792	9,7955
19,3000	-4,6663	3,0177	1,9079	5,8754	19,6173	6,9399	-7,8344	29,3642	31,1737	-17,5310	0,5620	2,2060	17,6782	9,7945
19,4000	-4,6642	3,0153	1,9167	5,8754	19,7156	6,9657	-7,8788	29,3462	31,1737	-17,5289	0,5596	2,2147	17,6772	9,7935
19,5000	-4,6621	3,0130	1,9254	5,8754	19,8139	6,9915	-7,9232	29,3282	31,1737	-17,5269	0,5573	2,2234	17,6761	9,7924
19,6000	-4,6601	3,0106	1,9341	5,8754	19,9122	7,0173	-7,9675	29,3100	31,1737	-17,5248	0,5549	2,2321	17,6751	9,7914
19,7000	-4,6580	3,0083	1,9428	5,8754	20,0105	7,0430	-8,0118	29,2917	31,1737	-17,5227	0,5525	2,2408	17,6740	9,7904
19,8000	-4,6559	3,0059	1,9515	5,8754	20,1088	7,0687	-8,0561	29,2734	31,1737	-17,5206	0,5502	2,2495	17,6730	9,7893
19,9000	-4,6538	3,0035	1,9602	5,8754	20,2072	7,0944	-8,1004	29,2549	31,1737	-17,5185	0,5478	2,2582	17,6719	9,7883
20,0000	-4,6517	3,0011	1,9689	5,8754	20,3055	7,1201	-8,1447	29,2364	31,1737	-17,5164	0,5453	2,2669	17,6709	9,7872
20,1000	-4,6495	2,9986	1,9775	5,8754	20,4039	7,1457	-8,1889	29,2178	31,1737	-17,5143	0,5429	2,2756	17,6698	9,7861
20,2000	-4,6474	2,9962	1,9862	5,8754	20,5023	7,1713	-8,2331	29,1991	31,1737	-17,5121	0,5405	2,2843	17,6688	9,7851
20,3000	-4,6453	2,9937	1,9949	5,8754	20,6007	7,1969	-8,2773	29,1803	31,1737	-17,5100	0,5380	2,2929	17,6677	9,7840
20,4000	-4,6431	2,9913	2,0036	5,8754	20,6991	7,2225	-8,3214	29,1614	31,1737	-17,5079	0,5356	2,3016	17,6666	9,7829
20,5000	-4,6410	2,9888	2,0122	5,8754	20,7975	7,2481	-8,3655	29,1424	31,1737	-17,5057	0,5331	2,3103	17,6655	9,7819
20,6000	-4,6388	2,9863	2,0209	5,8754	20,8960	7,2736	-8,4096	29,1234	31,1737	-17,5036	0,5306	2,3189	17,6645	9,7808
20,7000	-4,6367	2,9838	2,0295	5,8754	20,9944	7,2991	-8,4537	29,1042	31,1737	-17,5014	0,5281	2,3276	17,6634	9,7797
20,8000	-4,6345	2,9813	2,0382	5,8754	21,0929	7,3246	-8,4978	29,0850	31,1737	-17,4992	0,5256	2,3362	17,6623	9,7786
20,9000	-4,6323	2,9787	2,0468	5,8754	21,1914	7,3501	-8,5418	29,0657	31,1737	-17,4970	0,5230	2,3448	17,6612	9,7775
21,0000	-4,6301	2,9762	2,0554	5,8754	21,2899	7,3755	-8,5858	29,0462	31,1737	-17,4949	0,5205	2,3535	17,6601	9,7764
21,1000	-4,6279	2,9736	2,0641	5,8754	21,3884	7,4010	-8,6298	29,0267	31,1737	-17,4927	0,5179	2,3621	17,6590	9,7753
21,2000	-4,6257	2,9711	2,0727	5,8754	21,4869	7,4264	-8,6737	29,0072	31,1737	-17,4905	0,5154	2,3707	17,6579	9,7742
21,3000	-4,6235	2,9685	2,0813	5,8754	21,5855	7,4518	-8,7176	28,9875	31,1737	-17,4882	0,5128	2,3793	17,6568	9,7731
21,4000	-4,6213	2,9659	2,0899	5,8754	21,6840	7,4771	-8,7615	28,9677	31,1737	-17,4860	0,5102	2,3879	17,6557	9,7720
21,5000	-4,6191	2,9633	2,0985	5,8754	21,7826	7,5024	-8,8054	28,9478	31,1737	-17,4838	0,5076	2,3965	17,6546	9,7709
21,6000	-4,6168	2,9607	2,1071	5,8754	21,8812	7,5278	-8,8492	28,9279	31,1737	-17,4816	0,5050	2,4051	17,6535	9,7698
21,7000	-4,6146	2,9580	2,1157	5,8754	21,9798	7,5530	-8,8930	28,9079	31,1737	-17,4793	0,5023	2,4137	17,6523	9,7687
21,8000	-4,6124	2,9554	2,1243	5,8754	22,0784	7,5783	-8,9368	28,8877	31,1737	-17,4771	0,4997	2,4223	17,6512	9,7676
21,9000	-4,6101	2,9527	2,1329	5,8754	22,1770	7,6036	-8,9806	28,8675	31,1737	-17,4748	0,4970	2,4309	17,6501	9,7664
22,0000	-4,6078	2,9500	2,1414	5,8754	22,2756	7,6288	-9,0243	28,8472	31,1737	-17,4726	0,4943	2,4395	17,6490	9,7653
22,1000	-4,6056	2,9474	2,1500	5,8754	22,3742	7,6540	-9,0680	28,8268	31,1737	-17,4703	0,4916	2,4480	17,6478	9,7642
22,2000	-4,6033	2,9447	2,1586	5,8754	22,4729	7,6791	-9,1117	28,8064	31,1737	-17,4680	0,4889	2,4566	17,6467	9,7630
22,3000	-4,6010	2,9419	2,1671	5,8754	22,5715	7,7043	-9,1553	28,7858	31,1737	-17,4657	0,4862	2,4651	17,6455	9,7619
22,4000	-4,5987	2,9392	2,1757	5,8754	22,6702	7,7294	-9,1989	28,7652	31,1737	-17,4634	0,4835	2,4737	17,6444	9,7607
22,5000	-4,5964	2,9365	2,1842	5,8754	22,7689	7,7545	-9,2425	28,7444	31,1737	-17,4611	0,4808	2,4822	17,6432	9,7596
22,6000	-4,5941	2,9337	2,1927	5,8754	22,8676	7,7796	-9,2861	28,7236	31,1737	-17,4588	0,4780	2,4908	17,6421	9,7584
22,7000	-4,5918	2,9310	2,2013	5,8754	22,9663	7,8047	-9,3296	28,7027	31,1737	-17,4565	0,4753	2,4993	17,6409	9,7573
22,8000	-4,5895	2,9282	2,2098	5,8754	23,0650	7,8297	-9,3731	28,6817	31,1737	-17,4542	0,4725	2,5078	17,6398	9,7561
22,9000	-4,5871	2,9254	2,2183	5,8754	23,1637	7,8547	-9,4166	28,6606	31,1737	-17,4519	0,4697	2,5163	17,6386	9,7549
23,0000	-4,5848	2,9226	2,2268	5,8754	23,2625	7,8797	-9,4600	28,6394	31,1737	-17,4495	0,4669	2,5248	17,6374	9,7538
23,1000	-4,5825	2,9198	2,2353	5,8754	23,3612	7,9046	-9,5035	28,6182	31,1737	-17,4472	0,4641	2,5333	17,6363	9,7526
23,2000	-4,5801	2,9169	2,2438	5,8754	23,4600	7,9296	-9,5468	28,5968	31,1737	-17,4448	0,4612	2,5418	17,6351	9,7514
23,3000	-4,5777	2,9141	2,2523	5,8754	23,5587	7,9545	-9,5902	28,5754	31,1737	-17,4425	0,4584	2,5503	17,6339	9,7502
23,4000	-4,5754	2,9112	2,2608	5,8754	23,6575	7,9794	-9,6335	28,5539	31,1737	-17,4401	0,4555	2,5588	17,6327	9,7490
23,5000	-4,5730	2,9084	2,2693	5,8754	23,7563	8,0042	-9,6768	28,5323	31,1737	-17,4377	0,4527	2,5673	17,6315	9,7478
23,6000	-4,5706	2,9055	2,2777	5,8754	23,8551	8,0291	-9,7201	28,5106	31,1737	-17,4354	0,4498	2,5758	17,6303	9,7467
23,7000	-4,5682	2,9026	2,2862	5,8754	23,9539	8,0539	-9,7634	28,4888	31,1737	-17,4330	0,4469	2,5842	17,6291	9,7455
23,8000	-4,5658	2,8997	2,2947	5,8754	24,0527	8,0787	-9,8066	28,4669	31,1737	-17,4306	0,4440	2,5927	17,6279	9,7443
23,9000	-4,5634	2,8968	2,3031	5,8754	24,1515	8,1035	-9,8498	28,4449	31,1737	-17,4282	0,4411	2,6012	17,6267	9,7431
24,0000	-4,5610	2,8938	2,3116	5,8754	24,2504	8,1282	-9,8929	28,4229	31,1737	-17,4258	0,4381	2,6096	17,6255	9,7418
24,1000	-4,5586	2,8909	2,3200	5,8754	24,3492	8,1529	-9,9360	28,4008	31,1737	-17,4233	0,4352	2,6180	17,6243	9,7406
24,2000	-4,5562	2,8879	2,3284	5,8754	24,4480	8,1776	-9,9791	28,3786	31,1737	-17,4209	0,4322	2,6265	17,6231	9,7394
24,3000	-4,5537	2,8850	2,3369	5,8754	24,5469	8,2023	-10,0222	28,3563	31,1737	-17,4185	0,4293	2,6349	17,6219	9,7382
24,4000	-4,5513	2,8820	2,3453	5,8754	24,6458	8,2269	-10,0652	28,3339	31,1737	-17,4160	0,4263	2,6433	17,6206	9,7370
24,5000	-4,5489	2,8790	2,3537	5,8754	24,7446	8,2515	-10,1082	28,3114	31,1737	-17,4136	0,4233	2,6517	17,6194	9,7357
24,6000	-4,5464	2,8760	2,3621	5,8754	24,8435	8,2761	-10,1512	28,2888	31,1737	-17,4111	0,4203	2,6601	17,6182	9,7345
24,7000	-4,5439	2,8730	2,3705	5,8754	24,9424	8,3007	-10,1941	28,2662	31,1737	-17,4087	0,4173	2,6685	17,6170	9,7333
24,8000	-4,5415	2,8699	2,3789	5,8754	25,0413	8,3252	-10,2370	28,2434	31,1737	-17,4062	0,4142	2,6769	17,6157	9,7320
24,9000	-4,5390	2,8669	2,3873	5,8754	25,1402	8,3497	-10,2799	28,2206	31,1737	-17,4037	0,4112	2,6853	17,6145	9,7308
25,0000	-4,5365	2,8638	2,3957	5,8754	25,2391	8,3742	-10,3228	28,1977	31,1737	-17,4012	0,4081	2,6937	17,6132	9,7296
25,1000	-4,5340	2,8607	2,4040	5,8754	25,3381	8,3987	-10,3656	28,1747	31,1737	-17,3988	0,4050	2,7021	17,6120	9,7283
25,2000	-4,5315	2,8577	2,4124	5,8754	25,4370	8,4231	-10,4084	28,1517	31,1737	-17,3963	0,4020	2,7104	17,6107	9,7271
25,3000	-4,5290	2,8546	2,4208	5,8754	25,5359	8,4475	-10,4511	28,1285	31,1737	-17,3937	0,3989	2,7188	17,6095	9,7258
25,4000	-4,5265	2,8515	2,4291	5,8754	25,6349	8,4719	-10,4938	28,1052	31,1737	-17,3912	0,3957	2,7271	17,6082	9,7245
25,5000	-4,5240	2,8483	2,4375	5,8754	25,7338	8,4963	-10,5365	28,0819	31,1737	-17,3887	0,3926	2,7355	17,6069	9,7233
25,6000	-4,5215	2,8452	2,4458	5,8754	25,8328	8,5206	-10,5792	28,0585	31,1737	-17,3862	0,3895	2,7438	17,6057	9,7220
25,7000	-4,5189	2,8420	2,4541	5,8754	25,9318	8,5449	-10,6218	28,0350	31,1737	-17,3837	0,3863	2,7522	17,6044	9,7207
25,8000	-4,5164	2,8389	2,4625	5,8754	26,0307	8,5692	-10,6644	28,0114	31,1737	-17,3811	0,3832	2,7605	17,6031	9,7195
25,9000	-4,5138	2,8357	2,4708	5,8754	26,1297	8,5935	-10,7070	27,9877	31,1737	-17,3786	0,3800	2,7688	17,6018	9,7182
26,0000	-4,5113	2,8325	2,4791	5,8754	26,2287	8,6177	-10,7495	27,9639	31,1737	-17,3760	0,3768	2,7771	17,6006	9,7169
26,1000	-4,5087	2,8293	2,4874	5,8754	26,3277	8,6419	-10,7920	27,9401	31,1737	-17,3734	0,3736	2,7854	17,5993	9,7156
26,2000	-4,5061	2,8261	2,4957	5,8754	26,4267	8,6661	-10,8344	27,9162	31,1737	-17,3709	0,3704	2,7937	17,5980	9,7143
26,3000	-4,5036	2,8229	2,5040	5,8754	26,5257	8,6902	-10,8769	27,8922	31,1737	-17,3683	0,3672	2,8020	17,5967	9,7130
26,4000	-4,5010	2,8196	2,5123	5,8754	26,6248	8,7144	-10,9193	27,8680	31,1737	-17,3657	0,3639	2,8103	17,5954	9,7117
26,5000	-4,4984	2,8164	2,5205	5,8754	26,7238	8,7385	-10,9616	27,8439	31,1737	-17,3631	0,3607	2,8186	17,5941	9,7104
26,6000	-4,4958	2,8131	2,5288	5,8754	26,8228	8,7625	-11,0040	27,8196	31,1737	-17,3605	0,3574	2,8268	17,5928	9,7091
26,7000	-4,4932	2,8099	2,5371	5,8754	26,9219	8,7866	-11,0462	27,7952	31,1737	-17,3579	0,3541	2,8351	17,5915	9,7078
26,8000	-4,4906	2,8066	2,5453	5,8754	27,0209	8,8106	-11,0885	27,7708	31,1737	-17,3553	0,3509	2,8433	17,5902	9,7065
26,9000	-4,4879	2,8033	2,5536	5,8754	27,1200	8,8346	-11,1307	27,7463	31,1737	-17,3527	0,3476	2,8516	17,5889	9,7052
27,0000	-4,4853	2,8000	2,5618	5,8754	27,2190	8,8586	-11,1729	27,7217	31,1737	-17,3500	0,3442	2,8598	17,5875	9,7039
27,1000	-4,4827	2,7966	2,5700	5,8754	27,3181	8,8825	-11,2151	27,6970	31,1737	-17,3474	0,3409	2,8681	17,5862	9,7025
27,2000	-4,4800	2,7933	2,5783	5,8754	27,4172	8,9064	-11,2572	27,6722	31,1737	-17,3448	0,3376	2,8763	17,5849	9,7012
27,3000	-4,4774	2,7899	2,5865	5,8754	27,5162	8,9303	-11,2993	27,6473	31,1737	-17,3421	0,3342	2,8845	17,5835	9,6999
27,4000	-4,4747	2,7866	2,5947	5,8754	27,6153	8,9542	-11,3414	27,6224	31,1737	-17,3395	0,3309	2,8927	17,5822	9,6985
27,5000	-4,4721	2,7832	2,6029	5,8754	27,7144	8,9780	-11,3834	27,5973	31,1737	-17,3368	0,3275	2,9009	17,5809	9,6972
27,6000	-4,4694	2,7798	2,6111	5,8754	27,8135	9,0018	-11,4254	27,5722	31,1737	-17,3341	0,3241	2,9091	17,5795	9,6959
27,7000	-4,4667	2,7764	2,6193	5,8754	27,9126	9,0256	-11,4673	27,5470	31,1737	-17,3315	0,3207	2,9173	17,5782	9,6945
27,8000	-4,4640	2,7730	2,6274	5,8754	28,0117	9,0493	-11,5092	27,5217	31,1737	-17,3288	0,3173	2,9255	17,5768	9,6932
27,9000	-4,4613	2,7696	2,6356	5,8754	28,1108	9,0730	-11,5511	27,4964	31,1737	-17,3261	0,3139	2,9336	17,5755	9,6918
28,0000	-4,4586	2,7661	2,6438	5,8754	28,2099	9,0967	-11,5930	27,4709	31,1737	-17,3234	0,3104	2,9418	17,5741	9,6905
28,1000	-4,4559	2,7627	2,6519	5,8754	28,3091	9,1204	-11,6348	27,4454	31,1737	-17,3207	0,3070	2,9500	17,5728	9,6891
28,2000	-4,4532	2,7592	2,6601	5,8754	28,4082	9,1440	-11,6766	27,4198	31,1737	-17,3180	0,3035	2,9581	17,5714	9,6877
28,3000	-4,4505	2,7558	2,6682	5,8754	28,5073	9,1676	-11,7183	27,3941	31,1737	-17,3152	0,3000	2,9663	17,5700	9,6864
28,4000	-4,4478	2,7523	2,6764	5,8754	28,6065	9,1912	-11,7600	27,3683	31,1737	-17,3125	0,2966	2,9744	17,5687	9,6850
28,5000	-4,4450	2,7488	2,6845	5,8754	28,7056	9,2148	-11,8017	27,3424	31,1737	-17,3098	0,2931	2,9825	17,5673	9,6836
28,6000	-4,4423	2,7453	2,6926	5,8754	28,8048	9,2383	-11,8433	27,3165	31,1737	-17,3070	0,2895	2,9906	17,5659	9,6822
28,7000	-4,4396	2,7417	2,7007	5,8754	28,9039	9,2618	-11,8849	27,2904	31,1737	-17,3043	0,2860	2,9987	17,5645	9,6809
28,8000	-4,4368	2,7382	2,7088	5,8754	29,0031	9,2853	-11,9265	27,2643	31,1737	-17,3015	0,2825	3,0068	17,5631	9,6795
28,9000	-4,4340	2,7346	2,7169	5,8754	29,1023	9,3087	-11,9680	27,2381	31,1737	-17,2988	0,2789	3,0149	17,5618	9,6781
29,0000	-4,4313	2,7311	2,7250	5,8754	29,2014	9,3321	-12,0095	27,2118	31,1737	-17,2960	0,2754	3,0230	17,5604	9,6767
29,1000	-4,4285	2,7275	2,7331	5,8754	29,3006	9,3555	-12,0509	27,1855	31,1737	-17,2932	0,2718	3,0311	17,5590	9,6753
29,2000	-4,4257	2,7239	2,7411	5,8754	29,3998	9,3789	-12,0923	27,1590	31,1737	-17,2904	0,2682	3,0392	17,5576	9,6739
29,3000	-4,4229	2,7203	2,7492	5,8754	29,4990	9,4022	-12,1337	27,1325	31,1737	-17,2877	0,2646	3,0472	17,5562	9,6725
29,4000	-4,4201	2,7167	2,7573	5,8754	29,5982	9,4255	-12,1751	27,1059	31,1737	-17,2849	0,2610	3,0553	17,5548	9,6711
29,5000	-4,4173	2,7131	2,7653	5,8754	29,6974	9,4487	-12,2164	27,0792	31,1737	-17,2821	0,2574	3,0633	17,5533	9,6697
29,6000	-4,4145	2,7095	2,7734	5,8754	29,7966	9,4720	-12,2576	27,0524	31,1737	-17,2792	0,2537	3,0714	17,5519	9,6683
29,7000	-4,4117	2,7058	2,7814	5,8754	29,8958	9,4952	-12,2989	27,0255	31,1737	-17,2764	0,2501	3,0794	17,5505	9,6668
29,8000	-4,4089	2,7022	2,7894	5,8754	29,9950	9,5184	-12,3400	26,9986	31,1737	-17,2736	0,2464	3,0874	17,5491	9,6654
29,9000	-4,4060	2,6985	2,7974	5,8754	30,0942	9,5415	-12,3812	26,9715	31,1737	-17,2708	0,2428	3,0955	17,5477	9,6640
30,0000	-4,4032	2,6948	2,8054	5,8754	30,1934	9,5647	-12,4223	26,9444	31,1737	-17,2679	0,2391	3,1035	17,5462	9,6626
30,1000	-4,4004	2,6911	2,8134	5,8754	30,2927	9,5878	-12,4634	26,9172	31,1737	-17,2651	0,2354	3,1115	17,5448	9,6611
30,2000	-4,3975	2,6874	2,8214	5,8754	30,3919	9,6108	-12,5044	26,8900	31,1737	-17,2622	0,2317	3,1195	17,5434	9,6597
30,3000	-4,3947	2,6837	2,8294	5,8754	30,4911	9,6339	-12,5454	26,8626	31,1737	-17,2594	0,2280	3,1274	17,5419	9,6583
30,4000	-4,3918	2,6799	2,8374	5,8754	30,5904	9,6569	-12,5864	26,8352	31,1737	-17,2565	0,2242	3,1354	17,5405	9,6568
30,5000	-4,3889	2,6762	2,8454	5,8754	30,6896	9,6798	-12,6273	26,8076	31,1737	-17,2536	0,2205	3,1434	17,5390	9,6554
30,6000	-4,3860	2,6724	2,8533	5,8754	30,7889	9,7028	-12,6682	26,7800	31,1737	-17,2508	0,2167	3,1513	17,5376	9,6539
30,7000	-4,3832	2,6687	2,8613	5,8754	30,8881	9,7257	-12,7091	26,7524	31,1737	-17,2479	0,2130	3,1593	17,5361	9,6525
30,8000	-4,3803	2,6649	2,8692	5,8754	30,9874	9,7486	-12,7499	26,7246	31,1737	-17,2450	0,2092	3,1672	17,5347	9,6510
30,9000	-4,3774	2,6611	2,8771	5,8754	31,0867	9,7715	-12,7906	26,6968	31,1737	-17,2421	0,2054	3,1752	17,5332	9,6495
31,0000	-4,3745	2,6573	2,8851	5,8754	31,1859	9,7943	-12,8314	26,6688	31,1737	-17,2392	0,2016	3,1831	17,5317	9,6481
31,1000	-4,3715	2,6535	2,8930	5,8754	31,2852	9,8171	-12,8721	26,6408	31,1737	-17,2363	0,1978	3,1910	17,5303	9,6466
31,2000	-4,3686	2,6496	2,9009	5,8754	31,3845	9,8399	-12,9127	26,6127	31,1737	-17,2334	0,1939	3,1989	17,5288	9,6451
31,3000	-4,3657	2,6458	2,9088	5,8754	31,4837	9,8626	-12,9533	26,5846	31,1737	-17,2304	0,1901	3,2068	17,5273	9,6437
31,4000	-4,3628	2,6419	2,9167	5,8754	31,5830	9,8853	-12,9939	26,5563	31,1737	-17,2275	0,1862	3,2147	17,5259	9,6422
31,5000	-4,3598	2,6381	2,9246	5,8754	31,6823	9,9080	-13,0345	26,5280	31,1737	-17,2246	0,1824	3,2226	17,5244	9,6407
31,6000	-4,3569	2,6342	2,9324	5,8754	31,7816	9,9306	-13,0750	26,4996	31,1737	-17,2216	0,1785	3,2305	17,5229	9,6392
31,7000	-4,3539	2,6303	2,9403	5,8754	31,8809	9,9533	-13,1154	26,4711	31,1737	-17,2187	0,1746	3,2383	17,5214	9,6377
31,8000	-4,3510	2,6264	2,9482	5,8754	31,9802	9,9758	-13,1558	26,4425	31,1737	-17,2157	0,1707	3,2462	17,5199	9,6362
31,9000	-4,3480	2,6225	2,9560	5,8754	32,0795	9,9984	-13,1962	26,4138	31,1737	-17,2127	0,1668	3,2541	17,5184	9,6347
32,0000	-4,3450	2,6186	2,9639	5,8754	32,1788	10,0209	-13,2365	26,3851	31,1737	-17,2098	0,1629	3,2619	17,5169	9,6332
32,1000	-4,3420	2,6146	2,9717	5,8754	32,2781	10,0434	-13,2768	26,3563	31,1737	-17,2068	0,1589	3,2697	17,5154	9,6317
32,2000	-4,3391	2,6107	2,9795	5,8754	32,3774	10,0659	-13,3171	26,3274	31,1737	-17,2038	0,1550	3,2776	17,5139	9,6302
32,3000	-4,3361	2,6067	2,9873	5,8754	32,4768	10,0883	-13,3573	26,2984	31,1737	-17,2008	0,1510	3,2854	17,5124	9,6287
32,4000	-4,3331	2,6027	2,9952	5,8754	32,5761	10,1107	-13,3975	26,2694	31,1737	-17,1978	0,1470	3,2932	17,5109	9,6272
32,5000	-4,3301	2,5988	3,0030	5,8754	32,6754	10,1331	-13,4376	26,2402	31,1737	-17,1948	0,1430	3,3010	17,5094	9,6257
32,6000	-4,3270	2,5948	3,0107	5,8754	32,7747	10,1555	-13,4777	26,2110	31,1737	-17,1918	0,1391	3,3088	17,5078	9,6242
32,7000	-4,3240	2,5908	3,0185	5,8754	32,8741	10,1778	-13,5178	26,1817	31,1737	-17,1888	0,1350	3,3166	17,5063	9,6226
32,8000	-4,3210	2,5867	3,0263	5,8754	32,9734	10,2001	-13,5578	26,1523	31,1737	-17,1857	0,1310	3,3243	17,5048	9,6211
32,9000	-4,3180	2,5827	3,0341	5,8754	33,0727	10,2223	-13,5977	26,1229	31,1737	-17,1827	0,1270	3,3321	17,5033	9,6196
33,0000	-4,3149	2,5787	3,0418	5,8754	33,1721	10,2445	-13,6377	26,0933	31,1737	-17,1797	0,1229	3,3398	17,5017	9,6180
33,1000	-4,3119	2,5746	3,0496	5,8754	33,2714	10,2667	-13,6775	26,0637	31,1737	-17,1766	0,1189	3,3476	17,5002	9,6165
33,2000	-4,3088	2,5705	3,0573	5,8754	33,3708	10,2889	-13,7174	26,0340	31,1737	-17,1736	0,1148	3,3553	17,4986	9,6150
33,3000	-4,3058	2,5664	3,0650	5,8754	33,4701	10,3110	-13,7572	26,0043	31,1737	-17,1705	0,1107	3,3631	17,4971	9,6134
33,4000	-4,3027	2,5624	3,0727	5,8754	33,5695	10,3331	-13,7970	25,9744	31,1737	-17,1674	0,1066	3,3708	17,4955	9,6119
33,5000	-4,2996	2,5582	3,0805	5,8754	33,6689	10,3552	-13,8367	25,9445	31,1737	-17,1644	0,1025	3,3785	17,4940	9,6103
33,6000	-4,2965	2,5541	3,0882	5,8754	33,7682	10,3772	-13,8763	25,9145	31,1737	-17,1613	0,0984	3,3862	17,4924	9,6088
33,7000	-4,2935	2,5500	3,0959	5,8754	33,8676	10,3992	-13,9160	25,8844	31,1737	-17,1582	0,0943	3,3939	17,4909	9,6072
33,8000	-4,2904	2,5459	3,1035	5,8754	33,9670	10,4212	-13,9556	25,8542	31,1737	-17,1551	0,0902	3,4016	17,4893	9,6056
33,9000	-4,2873	2,5417	3,1112	5,8754	34,0663	10,4431	-13,9951	25,8240	31,1737	-17,1520	0,0860	3,4092	17,4877	9,6041
34,0000	-4,2842	2,5375	3,1189	5,8754	34,1657	10,4650	-14,0346	25,7936	31,1737	-17,1489	0,0818	3,4169	17,4862	9,6025
34,1000	-4,2810	2,5334	3,1265	5,8754	34,2651	10,4869	-14,0741	25,7632	31,1737	-17,1458	0,0777	3,4246	17,4846	9,6009
34,2000	-4,2779	2,5292	3,1342	5,8754	34,3645	10,5087	-14,1135	25,7327	31,1737	-17,1427	0,0735	3,4322	17,4830	9,5994
34,3000	-4,2748	2,5250	3,1418	5,8754	34,4639	10,5305	-14,1529	25,7022	31,1737	-17,1395	0,0693	3,4399	17,4815	9,5978
34,4000	-4,2717	2,5208	3,1495	5,8754	34,5633	10,5523	-14,1922	25,6715	31,1737	-17,1364	0,0651	3,4475	17,4799	9,5962
34,5000	-4,2685	2,5166	3,1571	5,8754	34,6626	10,5741	-14,2315	25,6408	31,1737	-17,1333	0,0608	3,4551	17,4783	9,5946
34,6000	-4,2654	2,5123	3,1647	5,8754	34,7620	10,5958	-14,2708	25,6100	31,1737	-17,1301	0,0566	3,4627	17,4767	9,5930
34,7000	-4,2622	2,5081	3,1723	5,8754	34,8614	10,6174	-14,3100	25,5792	31,1737	-17,1270	0,0524	3,4703	17,4751	9,5914
34,8000	-4,2591	2,5038	3,1799	5,8754	34,9608	10,6391	-14,3491	25,5482	31,1737	-17,1238	0,0481	3,4779	17,4735	9,5898
34,9000	-4,2559	2,4996	3,1875	5,8754	35,0602	10,6607	-14,3883	25,5172	31,1737	-17,1207	0,0438	3,4855	17,4719	9,5882
35,0000	-4,2528	2,4953	3,1951	5,8754	35,1597	10,6823	-14,4273	25,4861	31,1737	-17,1175	0,0396	3,4931	17,4703	9,5866
35,1000	-4,2496	2,4910	3,2026	5,8754	35,2591	10,7038	-14,4664	25,4549	31,1737	-17,1143	0,0353	3,5006	17,4687	9,5850
35,2000	-4,2464	2,4867	3,2102	5,8754	35,3585	10,7254	-14,5053	25,4236	31,1737	-17,1111	0,0310	3,5082	17,4671	9,5834
